"","IGKV1D-43","IGKV2-29","IGKV5-2","SLAMF7","IGKC","TXNDC5","IL12RB2","BLOC1S5-TXNDC5","IGKV6-21","IGJ","IGKV1-8","IGKV7-3","IGKV3-20","FAM46C","IGKV3-11","IGKV1D-42","IGKV1D-17","F13A1","IGKV1-12","FCGR2A","IGKV3D-20","IGKV1D-16","IGKV3-7","IL5RA","IGKV1D-8","MZB1","CXCR6","AC096579.13","IGKJ2","CENPH","IGKV1-39","LAX1","IGKV2-4","IGKV3D-11","IGKV3-15","IGKV1-16","IGKV1-5","IGKJ1","APOD","IGKV2-10","IGKJ5","HIST1H4L","BMP6","CD200R1","GGH","KCNN3","IGKV1-33","FCER1G","XCR1","CXCL9","NCF2","CD28","IGKV1-13","TMEM156","PDPN","FCRL5","IGKV2-28","KCNA3","IGKJ3","IGKV2-30","RP11-325F22.2","CCDC110","SLC39A8","ANKRD36BP2","MOXD1","KIAA1324L","MARCH1","IRF4","TIFA","IGKV1-6","RRAGD","EAF2","RP11-245J9.4","AMPD1","HIST1H2AB","CLCA1","GATA2","RETNLB","CCR2","KYNU","CD180","NCF1","IGKJ4","RGS1","IGKV4-1","CPA3","MANEA","HGF","REG1A","IGKV1-17","IGKV1-27","ITLN1","HIST1H2BL","PRSS3P2","IGKV1-9","MMRN1","TENM2","IGKV2-24","PLA2G2A","FNDC1","REG3A","DEFA6","DEFA5","RP11-65I12.1","RP11-278L15.6","OXCT2","IGSF9","RP11-334A14.8","CSMD2","RP3-395M20.7","RP11-203F10.6","CTD-3080P12.3","MTRNR2L6","RP11-54O7.14","EPHB6","KRT18P32"
"GSM5087210",0,0,0,5.27090482836079,9.54607157040748,8.03942036199675,0,8.03942036199675,4.03115478558783,9.20268863024152,9.00125658638425,0,7.0059255410873,5.86513595376324,9.24327344568516,0,0,0,0,0,0,0,0,0,0,4.03115478558783,0,4.80438813658993,4.80438813658993,0,0,0,4.03115478558783,0,4.03115478558783,0,6.56144450758895,5.86513595376324,0,0,5.27090482836079,4.03115478558783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03115478558783,0,4.03115478558783,0,0,0,0,5.27090482836079,0,0,0,0,0,4.03115478558783,0,0,0,0,0,5.60856614680832,0,0,0,0,0,0,5.27090482836079,0,6.91020252181428,0,5.86513595376324,0,5.27090482836079,0,0,0,4.80438813658993,4.80438813658993,0,0,0,0,4.80438813658993,4.03115478558783,7.38824033648717,6.24990750544809,8.59670733536456,0,7.38824033648717,5.86513595376324,9.02674028487636,0,5.27090482836079,5.27090482836079,5.27090482836079,7.25230439260055,4.03115478558783,4.80438813658993,6.24990750544809,6.41493855719912
"GSM5087211",0,0,0,5.61128648958109,9.07896245589664,8.25593456638212,4.84005827465038,8.17649862067783,0,8.20475537286431,8.59514302969659,0,4.84005827465038,6.47248550327444,8.62916356869942,0,0,2.53550704728052,2.53550704728052,3.3382280652315,0,0,0,0,0,5.36108077771951,3.3382280652315,3.3382280652315,3.3382280652315,0,0,3.3382280652315,0,0,2.53550704728052,2.53550704728052,5.36108077771951,0,2.53550704728052,0,4.27381442541866,2.53550704728052,2.53550704728052,2.53550704728052,0,5.22518962021493,0,2.53550704728052,2.53550704728052,0,2.53550704728052,2.53550704728052,2.53550704728052,0,0,4.58938617097005,0,0,0,0,0,2.53550704728052,3.3382280652315,4.84005827465038,0,0,3.3382280652315,5.49556674710045,2.53550704728052,2.53550704728052,2.53550704728052,0,0,0,3.3382280652315,8.78431864962296,3.90665889495761,0,2.53550704728052,2.53550704728052,3.3382280652315,0,3.90665889495761,3.3382280652315,5.61128648958109,0,0,0,9.17194128016073,3.90665889495761,3.3382280652315,4.58938617097005,0,6.53853549353615,0,3.3382280652315,3.90665889495761,0,6.21219641766549,0,9.21043837460491,6.70321045008779,8.20475537286431,5.83643690330862,8.01016872933277,6.03300611356321,9.4622706550968,3.90665889495761,4.58938617097005,5.49556674710045,5.61128648958109,7.13964853894372,2.53550704728052,4.58938617097005,7.42407776849597,6.53853549353615
"GSM5087212",0,0,0,4.00289494778027,8.9716162512639,8.67291443702792,0,8.70863249706296,4.76265826446985,8.43440972469259,7.98343360826233,0,4.76265826446985,7.39544063533477,8.03896815921908,0,0,0,0,0,0,0,5.59178992262389,0,0,6.07280976304041,0,0,0,0,0,4.76265826446985,0,0,0,0,4.00289494778027,0,4.00289494778027,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23386482266805,5.23386482266805,0,4.00289494778027,0,0,0,0,0,0,0,6.07280976304041,0,0,0,5.86245420630754,0,4.76265826446985,0,0,0,0,0,8.90743322317658,0,5.59178992262389,4.76265826446985,0,0,4.76265826446985,0,0,5.59178992262389,0,4.00289494778027,0,10.9925337754472,0,0,6.977966428632,0,6.977966428632,0,0,0,0,6.27089467087179,0,9.20062641126075,6.74158041675135,7.82375009350368,4.00289494778027,6.8621529029023,5.59178992262389,8.56763257487489,4.76265826446985,6.60590229268257,5.59178992262389,6.60590229268257,6.45421508440459,4.76265826446985,0,6.07280976304041,0
"GSM5087213",0,0,0,6.06868647269701,9.27074119715608,7.88925408169518,2.67276376713268,7.75769875866368,0,8.40915980928487,8.83936718269676,0,5.2960772738975,6.15054618348783,8.92119440813828,0,0,0,0,3.4753217977256,0,0,2.67276376713268,0,0,6.39071674445376,3.4753217977256,4.93859142654076,4.93859142654076,0,3.4753217977256,3.4753217977256,0,0,0,2.67276376713268,5.13741497977297,2.67276376713268,2.67276376713268,0,0,2.67276376713268,0,3.4753217977256,0,2.67276376713268,0,0,3.4753217977256,0,4.41430528625551,0,0,0,4.72363861183535,0,2.67276376713268,0,3.4753217977256,0,0,0,4.01532784015566,7.426955324443,0,2.67276376713268,2.67276376713268,5.44370466563938,3.4753217977256,2.67276376713268,3.4753217977256,3.4753217977256,0,0,3.4753217977256,9.10228141004029,0,0,0,0,0,0,2.67276376713268,4.01532784015566,4.72363861183535,0,3.4753217977256,2.67276376713268,8.78116584137519,0,2.67276376713268,3.4753217977256,0,6.39071674445376,0,0,0,3.4753217977256,6.23601664796541,0,7.86760129831793,5.7271871818874,8.04317297188711,2.67276376713268,7.96393780820502,4.01532784015566,9.6547969991859,3.4753217977256,4.41430528625551,6.55508045300179,4.93859142654076,6.9089773466298,0,4.72363861183535,6.95672268345531,4.72363861183535
"GSM5087214",0,0,0,5.32018229153365,10.0903820770488,8.51737292299733,2.7649223472002,8.46071531819605,1.62889368329128,8.828951158119,9.5270498961125,0,6.40183413815109,6.3535192338104,9.66014968806724,0,0,2.32549321846829,3.8598130303489,2.7649223472002,0,0,4.86071889985747,2.32549321846829,0,5.48976920314828,3.41067477832274,5.11834997829003,5.11834997829003,2.32549321846829,0,4.19317850461859,0,0,4.75865448344558,3.64729795329311,6.12917468371652,4.03474919752493,3.1159578245267,1.62889368329128,4.56863751013115,0,0,3.1159578245267,0,3.1159578245267,0,4.03474919752493,1.62889368329128,0,1.62889368329128,3.1159578245267,0,2.7649223472002,1.62889368329128,4.86071889985747,0,1.62889368329128,0,0,1.62889368329128,0,3.64729795329311,6.46270385922882,1.62889368329128,1.62889368329128,3.1159578245267,6.09681802718993,2.7649223472002,3.41067477832274,2.32549321846829,3.8598130303489,2.32549321846829,4.56863751013115,3.1159578245267,8.93181290438345,3.1159578245267,2.7649223472002,3.1159578245267,3.41067477832274,3.1159578245267,1.62889368329128,3.64729795329311,4.75865448344558,5.81917450862496,1.62889368329128,4.19317850461859,2.32549321846829,8.80244045277539,3.41067477832274,2.32549321846829,3.64729795329311,3.64729795329311,5.93703296412453,3.1159578245267,3.8598130303489,3.41067477832274,2.7649223472002,6.59908777140337,3.1159578245267,8.70052385981522,6.40183413815109,8.57021502277483,3.41067477832274,8.2187262856556,4.32187821291573,9.29619843839358,4.44517626440817,4.32187821291573,4.32187821291573,5.11834997829003,7.42065160751768,0,2.7649223472002,5.72373279355568,3.8598130303489
"GSM5087215",0,0,0,4.55561356740654,9.14056668199299,7.80964242321829,0,7.86549252020757,0,8.03739865639804,8.67564386071464,0,4.55561356740654,4.8608179936031,8.77476761749345,0,0,2.72943074957208,0,3.62206539211668,0,0,0,3.62206539211668,2.72943074957208,2.72943074957208,0,3.62206539211668,3.62206539211668,0,2.72943074957208,4.16039144166486,0,0,0,4.16039144166486,5.11133010115709,4.55561356740654,2.72943074957208,0,2.72943074957208,0,0,0,0,2.72943074957208,3.62206539211668,4.16039144166486,0,0,3.62206539211668,2.72943074957208,0,0,0,4.16039144166486,0,0,0,0,4.16039144166486,0,0,4.8608179936031,4.8608179936031,0,2.72943074957208,4.55561356740654,0,0,0,0,0,0,2.72943074957208,4.55561356740654,2.72943074957208,0,4.16039144166486,0,2.72943074957208,0,3.62206539211668,0,5.88452199029694,4.8608179936031,2.72943074957208,0,6.72988217728872,0,2.72943074957208,0,2.72943074957208,0,4.16039144166486,3.62206539211668,0,2.72943074957208,4.8608179936031,0,5.77501776239013,0,6.00170804563454,2.72943074957208,8.44147707186852,4.16039144166486,9.73763336124315,4.16039144166486,0,6.10987477242654,4.8608179936031,7.30274937070959,2.72943074957208,3.62206539211668,7.43366054038102,6.10987477242654
"GSM5087216",3.53294501751784,0,0,8.0925685182629,11.2907444881882,9.83683023890174,5.55666527076439,9.78405341806895,3.53294501751784,10.1054407506887,10.6624681723157,0,7.56374213870954,8.77932524556503,10.7662010308035,3.53294501751784,0,0,4.90699749784724,3.53294501751784,4.90699749784724,0,5.55666527076439,0,0,8.67425526831707,5.26878584761919,4.90699749784724,4.90699749784724,3.53294501751784,0,6.01036603535321,0,0,5.26878584761919,3.53294501751784,8.34423654515845,4.90699749784724,3.53294501751784,0,5.26878584761919,4.37725113922299,5.26878584761919,0,0,4.90699749784724,0,4.37725113922299,3.53294501751784,5.80661374083028,4.37725113922299,0,0,4.37725113922299,3.53294501751784,3.53294501751784,0,4.37725113922299,0,0,3.53294501751784,3.53294501751784,6.59860141241618,5.55666527076439,5.80661374083028,5.26878584761919,0,7.5035385755717,3.53294501751784,0,3.53294501751784,3.53294501751784,3.53294501751784,4.37725113922299,3.53294501751784,7.5035385755717,0,0,5.55666527076439,0,3.53294501751784,5.55666527076439,4.90699749784724,4.37725113922299,4.90699749784724,3.53294501751784,5.26878584761919,3.53294501751784,9.47827918806284,0,0,0,4.90699749784724,4.90699749784724,0,0,0,3.53294501751784,5.55666527076439,0,8.41077554780546,5.26878584761919,6.32903855948806,0,7.66613984445165,0,7.07681977798943,3.53294501751784,0,4.90699749784724,0,5.55666527076439,0,4.37725113922299,7.42927417897972,3.53294501751784
"GSM5087217",3.13554382983595,4.4400571831354,1.98106005958132,7.94879710106926,12.17234962553,10.5893896856235,3.28895203914634,10.3935878229339,2.97694501919356,11.2422184989384,11.5265683665765,3.28895203914634,7.89371158388118,8.54328279495699,11.6539059134181,2.78290289602704,2.34264873732289,3.42649741545268,6.18472472939859,5.19822031553284,1.98106005958132,1.05811611981205,5.24958834501132,1.05811611981205,3.95199412946898,8.46488077808516,5.12080041793154,6.18472472939859,6.15215698729158,2.55526866955781,1.98106005958132,5.94372272331496,4.30543280973161,2.34264873732289,5.68646052064848,5.15999520793305,9.13684215265509,6.50723517011419,1.98106005958132,2.78290289602704,6.57909377635761,3.56840161291824,3.42649741545268,3.66046510585487,2.34264873732289,4.94091014918169,2.55526866955781,3.95199412946898,4.24367575357882,5.78238534022471,3.56840161291824,4.51350096463573,2.34264873732289,3.76950627359743,1.59527363225014,6.9308904492102,3.42649741545268,3.8598130303489,2.97694501919356,1.59527363225014,2.34264873732289,1.59527363225014,4.98503465952607,7.58853123819732,1.98106005958132,3.76950627359743,5.03428655261414,7.76363927193759,5.12080041793154,5.24958834501132,2.34264873732289,5.35227896831936,1.59527363225014,5.03428655261414,4.61286482010531,9.78946606230868,3.76950627359743,3.28895203914634,5.24958834501132,4.1083823680207,4.03014997368771,3.95199412946898,6.08856925665404,4.03014997368771,6.34911292155933,3.76950627359743,4.65324544739022,4.24367575357882,10.8843398146852,2.34264873732289,3.28895203914634,4.7097620659378,4.98503465952607,7.30131489589548,4.51350096463573,4.03014997368771,2.97694501919356,1.59527363225014,7.93544403386136,3.28895203914634,10.0995292427672,8.19749603078081,10.0069692454618,2.34264873732289,7.29552090714473,3.28895203914634,7.16272489600302,3.13554382983595,2.55526866955781,3.95199412946898,4.98503465952607,5.55660121644464,2.78290289602704,2.55526866955781,5.19822031553284,2.34264873732289
"GSM5087218",0,0,0,4.75003849313188,8.21758733170414,7.87222965976036,1.68957840664932,7.8610312906383,0,6.85708723760244,7.4679439926453,0,3.20554497170439,5.3077152315355,7.67488228679841,0,0,2.38306883356629,2.38306883356629,3.20554497170439,0,0,2.38306883356629,0,0,4.25479078277693,0,3.20554497170439,3.20554497170439,1.68957840664932,0,1.68957840664932,0,0,1.68957840664932,2.82727168365995,4.75003849313188,0,1.68957840664932,0,1.68957840664932,1.68957840664932,2.38306883356629,1.68957840664932,1.68957840664932,2.38306883356629,0,2.38306883356629,0,1.68957840664932,4.10869446020832,0,1.68957840664932,1.68957840664932,1.68957840664932,1.68957840664932,2.82727168365995,2.38306883356629,0,0,0,0,2.38306883356629,4.25479078277693,1.68957840664932,2.82727168365995,2.82727168365995,4.39262356845035,1.68957840664932,0,2.82727168365995,3.20554497170439,0,0,3.20554497170439,9.02165467801407,3.5028747987145,0,1.68957840664932,0,0,3.5028747987145,0,3.20554497170439,3.5028747987145,1.68957840664932,4.53558780958465,3.9357705520846,9.37478840351827,2.38306883356629,0,3.20554497170439,2.38306883356629,4.63665965678506,1.68957840664932,3.5028747987145,2.38306883356629,0,5.10811446293716,0,7.2830577695741,5.77482942001351,7.47947697434259,5.99106264131724,8.26643367722547,5.10811446293716,8.74893880714035,4.25479078277693,7.17918449999816,4.85662826450312,5.84837879357793,6.93372601826432,3.20554497170439,1.68957840664932,5.99106264131724,4.75003849313188
"GSM5087219",0,0,0,5.58196321919472,10.7662010308035,7.63159578772271,1.66677931874607,7.44760011991679,0,9.66639012865716,9.85891733292273,1.66677931874607,5.23115874311405,5.8968753133055,10.1054407506887,0,0,3.6212286006861,2.99139690068855,5.49787599695964,1.66677931874607,0,5.53933541816189,2.45846414593057,0,3.7730597829177,3.92241777806083,6.10987477242654,6.10987477242654,0,1.66677931874607,4.42906467188073,2.13044308168556,0,4.42906467188073,4.05727474242904,7.36020973375288,4.62261987862531,5.53933541816189,0,2.45846414593057,0,0,3.6212286006861,0,5.49787599695964,0,5.49787599695964,3.7730597829177,5.05383557601325,2.99139690068855,3.42649741545268,2.45846414593057,4.92417235153437,3.92241777806083,1.66677931874607,2.45846414593057,2.45846414593057,2.13044308168556,1.66677931874607,2.13044308168556,2.13044308168556,4.70869797006366,6.63560257866881,3.7730597829177,3.6212286006861,5.44701598883264,5.44701598883264,2.75311121522676,3.7730597829177,0,3.92241777806083,0,3.6212286006861,2.13044308168556,3.42649741545268,3.7730597829177,0,2.99139690068855,3.92241777806083,3.21172794958198,3.92241777806083,4.5473520822676,5.49787599695964,7.25624871008822,4.30640343458886,5.119259809097,6.63560257866881,6.53162118003127,1.66677931874607,2.13044308168556,0,0,2.45846414593057,3.6212286006861,5.28461773491132,0,1.66677931874607,2.45846414593057,3.21172794958198,4.70869797006366,2.75311121522676,4.92417235153437,2.13044308168556,7.82409809202709,4.92417235153437,8.60850147431729,3.21172794958198,4.18251818702748,3.92241777806083,3.6212286006861,6.60442743362493,2.45846414593057,0,6.38045762732762,5.33966360563906
"GSM5087220",0,0,0,5.9267353618891,10.8843398146852,8.78026815432091,2.21715222340413,8.64232090401758,0,10.0846074010817,10.1408682877847,0.941556701236503,6.33946261610699,6.86513658317051,10.3935878229339,0,0,2.21715222340413,2.46236299704167,4.0816297592187,2.46236299704167,0,4.48472828806479,0,1.51591021541853,5.99727522348652,3.66130011528182,5.02414436405805,5.02414436405805,2.46236299704167,0.941556701236503,3.3044913735341,3.3044913735341,0,3.3044913735341,3.03332089350227,6.01588782495584,4.5906747519129,3.93847219156621,0.941556701236503,4.48472828806479,2.84474080628436,2.6591694790776,2.6591694790776,3.03332089350227,4.42166746890492,1.51591021541853,3.93847219156621,3.77412540491591,1.51591021541853,4.22261486491275,0,3.43299483550087,3.03332089350227,1.51591021541853,4.79377389708527,2.21715222340413,3.86063621644586,3.03332089350227,3.18706565791033,2.46236299704167,0,4.00713669096176,6.52151092032725,2.46236299704167,3.77412540491591,4.16380758369145,6.5398882679277,1.84312639372443,4.0816297592187,3.43299483550087,3.86063621644586,0,4.22261486491275,3.03332089350227,10.0588609310082,4.0816297592187,4.16380758369145,2.84474080628436,4.00713669096176,2.46236299704167,1.51591021541853,4.8542759906799,3.56813693265719,6.4841394864525,4.48472828806479,3.56813693265719,2.21715222340413,11.1927441749015,2.84474080628436,2.46236299704167,5.50887892702809,3.86063621644586,8.15890019756902,3.66130011528182,4.28040313893444,3.77412540491591,3.86063621644586,7.78525043563035,4.00713669096176,11.1257031925383,9.32026290553602,11.7588980328247,0,7.34094289049461,4.28040313893444,8.83457247852189,3.3044913735341,4.64207618699046,5.11689491000523,4.16380758369145,7.02593310192485,1.51591021541853,2.21715222340413,5.53866556296945,3.86063621644586
"GSM5087221",0,0,0,6.06324316346871,10.1530986769857,8.28228279063603,1.62889368329128,8.20654570086161,0,8.76062990418501,9.43145465810825,0,6.83462495735946,6.38222356423535,9.59435145916366,0,0,0,2.68613123288122,3.31883179991011,0,0,4.17434839259115,0,0,4.80567320071332,3.04443795018592,2.68613123288122,2.68613123288122,0,0,1.62889368329128,0,1.62889368329128,4.48527139973753,3.82465992334602,5.82830878707522,4.32064477652959,3.6056890706789,2.68613123288122,4.32064477652959,2.25446038323273,2.25446038323273,1.62889368329128,1.62889368329128,3.04443795018592,0,3.82465992334602,4.48527139973753,0,1.62889368329128,1.62889368329128,3.04443795018592,3.31883179991011,2.25446038323273,4.32064477652959,2.25446038323273,4.32064477652959,3.6056890706789,0,1.62889368329128,0,3.82465992334602,5.87301805030518,3.04443795018592,2.68613123288122,3.04443795018592,5.51429368099035,4.00921217727564,4.90699749784724,0,3.04443795018592,1.62889368329128,4.61452502786628,3.04443795018592,6.25023159484958,3.31883179991011,0,3.04443795018592,1.62889368329128,2.25446038323273,2.68613123288122,3.6056890706789,0,5.21793584995719,2.25446038323273,3.31883179991011,4.00921217727564,7.40723820795308,3.04443795018592,1.62889368329128,3.04443795018592,2.25446038323273,4.00921217727564,3.82465992334602,0,0,1.62889368329128,4.00921217727564,2.25446038323273,6.55289850898446,5.08233149921981,6.41412401889549,2.25446038323273,8.35957847112184,4.48527139973753,8.93496085601408,4.80567320071332,5.33589886803268,3.82465992334602,4.61452502786628,6.76794043181415,3.04443795018592,3.31883179991011,6.76794043181415,5.72860733269758
"GSM5087222",0,0,0,4.76114965122167,8.48576576414633,7.99664376599339,2.41919270119672,8.06750058438285,0,7.75415627646963,7.8845331291573,0,5.91806531147851,5.84114316316156,8.01676785236039,0,0,3.65800241616212,2.41919270119672,2.41919270119672,0,2.41919270119672,2.41919270119672,0,0,5.18546210300849,2.41919270119672,4.56905781582759,4.56905781582759,0,0,0,0,0,3.14280671402777,0,5.77238950151804,2.41919270119672,0,2.41919270119672,4.31130869449543,2.41919270119672,0,4.03289141409937,0,2.41919270119672,0,2.41919270119672,0,2.41919270119672,0,0,4.31130869449543,0,0,3.65800241616212,0,0,2.41919270119672,0,0,0,3.65800241616212,2.41919270119672,2.41919270119672,0,3.65800241616212,3.65800241616212,3.14280671402777,4.03289141409937,2.41919270119672,3.65800241616212,0,3.65800241616212,0,9.08745526617255,3.65800241616212,0,0,0,0,0,3.65800241616212,2.41919270119672,5.41501848364899,3.65800241616212,4.76114965122167,0,9.32310008778611,0,0,4.31130869449543,3.65800241616212,3.65800241616212,0,2.41919270119672,0,0,3.14280671402777,2.41919270119672,7.05870537862409,4.76114965122167,5.98745792728474,6.58196493177687,8.23927151162609,4.56905781582759,8.34476190199714,2.41919270119672,4.56905781582759,4.03289141409937,4.56905781582759,6.8444937952118,2.41919270119672,3.14280671402777,6.6226531975842,4.76114965122167
"GSM5087223",1.96571377423272,0,1.96571377423272,6.74820842523805,10.8145636452874,8.78116584137519,0,8.60638974478578,0,9.37995837965529,10.0040607729291,2.63951466212669,6.65163014804652,6.65163014804652,10.1437646569801,0,0,0,3.1205817044499,3.1205817044499,3.1205817044499,2.63951466212669,2.63951466212669,0,1.96571377423272,6.21816921200285,2.63951466212669,6.06179066941041,6.06179066941041,0,1.96571377423272,3.1205817044499,0,0,4.60963804983972,2.63951466212669,6.52459494535749,3.1205817044499,1.96571377423272,0,4.25767727293139,3.48927624781147,3.1205817044499,3.1205817044499,0,3.1205817044499,0,4.25767727293139,3.1205817044499,0,4.03474919752493,3.48927624781147,0,3.48927624781147,3.79702596878831,4.88745488909842,1.96571377423272,1.96571377423272,2.63951466212669,3.48927624781147,0,0,0,6.56658933842881,3.79702596878831,3.1205817044499,3.1205817044499,6.90526205508298,3.79702596878831,3.48927624781147,3.1205817044499,1.96571377423272,0,5.43868470395981,4.45822043630855,9.26958206761531,3.79702596878831,3.1205817044499,0,3.48927624781147,0,3.1205817044499,4.75577113938107,3.79702596878831,6.2699178109701,3.1205817044499,2.63951466212669,1.96571377423272,10.5542224405412,1.96571377423272,3.48927624781147,4.45822043630855,5.12768776024847,7.43366054038102,2.63951466212669,3.48927624781147,4.03474919752493,3.79702596878831,7.9799090991551,3.79702596878831,10.7662010308035,8.51472599684483,10.4023341444897,0,7.9799090991551,4.03474919752493,9.34429251090681,3.48927624781147,3.79702596878831,5.33160082941828,4.75577113938107,7.23620949888752,0,2.63951466212669,7.49373958809007,3.79702596878831
"GSM5087224",0,0,0,4.57373133655866,9.53649435882715,8.52146704691505,0,8.49999569610084,0,8.93266029144223,9.11301973621244,0,5.52282946759876,5.41111860629901,9.19826439807309,0,0,0,0,0,0,0,4.96489251439627,0,2.36949932005463,5.41111860629901,0,4.30968969900788,4.30968969900788,0,2.36949932005463,0,0,0,3.60118876937626,4.30968969900788,2.36949932005463,2.36949932005463,3.06380844333959,2.36949932005463,3.06380844333959,0,0,2.36949932005463,0,4.00525713205875,0,3.60118876937626,2.36949932005463,2.36949932005463,0,2.36949932005463,0,0,0,3.60118876937626,2.36949932005463,0,0,0,0,0,0,6.45349118917078,4.30968969900788,3.60118876937626,2.36949932005463,5.63386773670111,2.36949932005463,0,0,4.00525713205875,3.60118876937626,3.06380844333959,3.06380844333959,8.76299438087677,4.00525713205875,3.06380844333959,3.60118876937626,0,0,0,4.57373133655866,2.36949932005463,5.28251693082155,0,3.60118876937626,2.36949932005463,10.0166886799773,4.30968969900788,0,4.96489251439627,4.00525713205875,4.00525713205875,3.06380844333959,0,0,4.57373133655866,4.78443793097028,2.36949932005463,8.1842121760249,4.30968969900788,6.6666444463118,0,7.76095179617154,3.06380844333959,9.15386631655845,3.06380844333959,5.63386773670111,4.78443793097028,4.57373133655866,6.75072024819661,0,4.30968969900788,7.78124990281619,2.36949932005463
"GSM5087225",0.960715079423276,0,2.49840416567037,6.70967281255983,11.3115512231568,8.45694111028679,3.2319911352861,8.39178170632099,3.08713570773445,10.410778775053,10.1024680496521,2.2355093152074,6.68463095527756,6.92685603206973,10.3322374693592,0.960715079423276,1.85625793785893,1.5270219971223,3.6569375510011,2.2355093152074,3.2319911352861,0.960715079423276,6.01897624169223,3.40621453115659,2.2355093152074,5.68019579646491,4.74347789591287,6.29259625479188,6.29259625479188,1.5270219971223,1.85625793785893,3.77033596428976,3.6569375510011,1.5270219971223,5.19101233060442,4.17009605816508,6.63208741448015,4.78841035420362,3.08713570773445,2.49840416567037,4.84780839208961,2.72943074957208,3.54199870397151,4.09580625356729,1.5270219971223,2.92438158152187,0,3.54199870397151,3.94023395939057,3.08713570773445,1.5270219971223,2.92438158152187,4.4182927508799,3.94023395939057,2.2355093152074,5.07535094814665,3.2319911352861,2.72943074957208,2.72943074957208,0.960715079423276,2.49840416567037,0,3.6569375510011,5.86596561430855,3.2319911352861,3.85765605977198,4.28588013069777,5.68019579646491,2.72943074957208,4.28588013069777,1.5270219971223,5.15620387052697,2.92438158152187,3.40621453115659,2.72943074957208,9.05401868448841,2.92438158152187,1.85625793785893,2.72943074957208,3.2319911352861,2.72943074957208,3.08713570773445,4.68265575780274,3.08713570773445,7.1180571922624,1.5270219971223,5.30012581756129,2.49840416567037,10.0395565910228,3.40621453115659,4.35700450641436,5.35801073010744,3.40621453115659,5.65443775115139,4.35700450641436,3.40621453115659,3.94023395939057,1.5270219971223,5.95469785198767,3.40621453115659,8.48298685538487,7.24869362378663,8.91629543613488,1.5270219971223,6.76983075410985,1.85625793785893,7.64372032486682,2.72943074957208,3.6569375510011,4.09580625356729,4.62668923164488,5.86596561430855,1.85625793785893,1.85625793785893,4.78841035420362,2.72943074957208
"GSM5087226",0,0,0,5.08329220485227,9.75701452821075,8.29060837309505,0,8.13474903489354,0,9.66014968806724,8.60461001442554,0,5.50848156218666,6.64925382030913,9.1071328264483,0,0,0,3.3633931072071,2.25703485158282,1.58689470297808,0,3.99412252277243,0,1.58689470297808,4.27012608551892,3.08061630636004,3.62683635970514,3.62683635970514,3.3633931072071,2.25703485158282,1.58689470297808,2.25703485158282,1.58689470297808,2.72714303697582,3.08061630636004,5.50848156218666,3.3633931072071,2.25703485158282,1.58689470297808,4.83660781776996,3.3633931072071,2.25703485158282,1.58689470297808,1.58689470297808,4.40233123686714,1.58689470297808,3.08061630636004,2.72714303697582,2.25703485158282,1.58689470297808,1.58689470297808,2.25703485158282,1.58689470297808,0,3.62683635970514,2.25703485158282,2.25703485158282,1.58689470297808,0,0,0,5.37605333985959,6.85213724933825,2.25703485158282,2.25703485158282,2.25703485158282,6.03555253716655,4.54128510208883,3.8226621768851,0,3.99412252277243,2.25703485158282,4.40233123686714,3.99412252277243,10.0965904358824,2.25703485158282,1.58689470297808,2.25703485158282,1.58689470297808,0,2.72714303697582,4.40233123686714,2.25703485158282,6.03555253716655,2.72714303697582,5.72766928206724,0,12.2127800637659,3.08061630636004,3.08061630636004,7.46404047079532,4.83660781776996,7.33694307922259,2.72714303697582,2.25703485158282,3.8226621768851,1.58689470297808,7.80606558336602,2.25703485158282,10.963901101636,9.84807188690362,10.4550309629084,5.90738555792984,7.38580217591627,2.25703485158282,7.35236569517308,2.25703485158282,5.08329220485227,4.74347789591287,4.27012608551892,6.79365713480068,1.58689470297808,2.25703485158282,5.44721657978172,3.62683635970514
